source_kind,id,name,source_url,expected_target_url,legacy_http_status,target_http_status,status,reason,evidence
post,89600,,https://dash.alelm.net/world/89600/%d9%85%d8%ae%d8%b2%d9%88%d9%86-%d8%a3%d9%85%d8%b1%d9%8a%d9%83%d8%a7-%d9%85%d9%86-%d8%a7%d9%84%d8%b3%d9%84%d8%a7%d8%ad-%d9%81%d9%8a-%d8%ae%d8%b7%d8%b1-%d9%85%d8%a7-%d8%a7%d9%84%d9%82%d8%b5%d8%a9/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89616,,https://dash.alelm.net/health/89616/%d9%84%d9%85%d8%a7%d8%b0%d8%a7-%d9%8a%d8%aa%d8%ad%d8%af%d8%ab-%d8%a7%d9%84%d9%86%d8%a7%d8%b3-%d8%a3%d8%ab%d9%86%d8%a7%d8%a1-%d8%a7%d9%84%d9%86%d9%88%d9%85%d8%9f/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89621,,https://dash.alelm.net/varieties/89621/%d8%a8%d9%8a%d9%84-%d8%ba%d9%8a%d8%aa%d8%b3-%d9%85%d8%aa%d9%81%d8%a7%d8%a6%d9%84-%d8%a8%d8%b4%d8%a3%d9%86-%d9%85%d8%b3%d8%aa%d9%82%d8%a8%d9%84-%d8%a7%d9%84%d8%a8%d8%b4%d8%b1%d9%8a%d8%a9/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89629,,https://dash.alelm.net/varieties/89629/%d9%83%d9%8a%d9%81-%d8%aa%d8%aa%d8%ba%d9%84%d8%a8-%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d9%85%d8%b4%d8%aa%d8%aa%d8%a7%d8%aa-%d9%81%d9%8a-%d8%a7%d9%84%d8%b9%d9%85%d9%84%d8%9f-%d8%ae%d8%a8%d9%8a%d8%b1/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89638,,https://dash.alelm.net/economy/89638/%d9%83%d9%8a%d9%81-%d8%aa%d8%b5%d8%a8%d8%ad-%d8%b6%d9%85%d9%86-%d8%a7%d9%84%d9%81%d8%a6%d8%a7%d8%aa-%d8%a7%d9%84%d8%a3%d8%b9%d9%84%d9%89-%d8%af%d8%ae%d9%84%d9%8b%d8%a7-%d9%81%d9%8a-%d8%a7%d9%84%d9%88/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89647,,https://dash.alelm.net/varieties/89647/%d8%b9%d9%85%d8%a7%d9%84%d9%82%d8%a9-%d8%a7%d9%84%d8%a5%d9%86%d8%aa%d8%b1%d9%86%d8%aa-%d9%8a%d8%aa%d9%86%d8%a7%d9%81%d8%b3%d9%88%d9%86-%d9%84%d8%ac%d8%b0%d8%a8-%d8%a7%d9%84%d8%b2%d9%88%d8%a7%d8%b1/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89656,,https://dash.alelm.net/ksa/89656/%d8%a8%d8%a7%d9%84%d9%81%d9%8a%d8%af%d9%8a%d9%88-%d9%85%d8%a7%d8%b0%d8%a7-%d9%82%d8%a7%d9%84-%d8%a7%d9%84%d8%a3%d9%85%d9%8a%d8%b1-%d8%aa%d8%b1%d9%83%d9%8a-%d8%a7%d9%84%d9%81%d9%8a%d8%b5%d9%84/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89667,,https://dash.alelm.net/world/89667/5-%d8%a2%d9%84%d9%8a%d8%a7%d8%aa-%d8%aa%d8%aa%d8%a8%d9%86%d8%a7%d9%87%d8%a7-%d8%a7%d9%84%d8%af%d9%88%d9%84-%d9%84%d9%85%d9%88%d8%a7%d8%ac%d9%87%d8%a9-%d8%a7%d8%b1%d8%aa%d9%81%d8%a7%d8%b9-%d8%a7%d9%84/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89675,,https://dash.alelm.net/world/89675/%d9%86%d8%b3%d8%a8-%d8%a7%d9%84%d8%a3%d9%85%d9%8a%d8%a9-%d8%ad%d9%88%d9%84-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89686,,https://dash.alelm.net/ksa/89686/%d8%a8%d8%a7%d9%84%d9%81%d9%8a%d8%af%d9%8a%d9%88-%d9%88%d9%83%d9%8a%d9%84-%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d9%8a%d8%b1%d9%88%d9%8a-%d9%84%d8%ad%d8%b8%d8%a7%d8%aa-%d8%a5%d9%86%d9%82%d8%a7%d8%b0%d9%87/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89699,,https://dash.alelm.net/ksa/89699/5-%d8%af%d9%88%d9%84-%d8%b9%d8%b1%d8%a8%d9%8a%d8%a9-%d8%b6%d9%85%d9%86-%d8%a7%d9%84%d8%a3%d8%b9%d9%84%d9%89-%d8%ad%d9%8a%d8%a7%d8%b2%d8%a9-%d9%84%d9%84%d8%b3%d9%86%d8%af%d8%a7%d8%aa-%d8%a7%d9%84%d8%a3/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89705,,https://dash.alelm.net/ksa/89705/%d9%81%d9%8a%d9%84%d9%85-%d8%a7%d9%84%d8%ae%d9%84%d8%a7%d8%b7-%d9%8a%d8%ab%d9%8a%d8%b1-%d8%a7%d9%84%d8%ac%d8%af%d9%84-%d8%a8%d9%8a%d9%86-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a%d9%8a%d9%86/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89713,,https://dash.alelm.net/world/89713/%d8%b3%d9%88%d9%8a%d8%b3%d8%b1%d8%a7-%d9%81%d9%8a-%d8%b7%d8%b1%d9%8a%d9%82%d9%87%d8%a7-%d9%84%d9%84%d8%aa%d8%ae%d9%84%d9%8a-%d8%b9%d9%86-%d8%a7%d9%84%d8%ad%d9%8a%d8%a7%d8%af-%d9%85%d9%86-%d8%a3%d8%ac/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89717,,https://dash.alelm.net/world/89717/%d8%a8%d8%b9%d8%af-%d8%a3%d8%b4%d9%87%d8%b1-%d9%85%d9%86-%d8%a7%d9%84%d9%85%d9%81%d8%a7%d9%88%d8%b6%d8%a7%d8%aa-%d8%a7%d9%84%d8%af%d8%a8%d8%a7%d8%a8%d8%a7%d8%aa-%d8%a7%d9%84%d8%a3%d9%84%d9%85%d8%a7/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89731,,https://dash.alelm.net/health/89731/%d9%87%d9%84-%d8%a7%d9%84%d8%a5%d8%b1%d9%87%d8%a7%d9%82-%d8%b3%d8%a8%d8%a8-%d9%83%d8%a7%d9%81%d9%8a-%d9%84%d8%aa%d8%b1%d9%83-%d8%a7%d9%84%d8%b9%d9%85%d9%84%d8%9f/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89751,,https://dash.alelm.net/varieties/89751/%d8%a3%d9%83%d8%ab%d8%b1-%d9%85%d9%86-%d8%b4%d9%87%d8%b1%d9%8a%d9%86-%d9%81%d9%8a-%d8%a7%d9%84%d8%ac%d9%88-%d9%82%d8%b5%d8%a9-%d8%a3%d8%b7%d9%88%d9%84-%d8%b1%d8%ad%d9%84%d8%a9-%d8%b7%d9%8a%d8%b1/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89762,,https://dash.alelm.net/varieties/89762/%d8%ae%d8%a8%d8%b1%d8%a7%d8%a1-%d8%b9%d9%84%d9%85-%d8%a7%d9%84%d9%86%d9%81%d8%b3-%d8%a7%d9%84%d8%aa%d8%b3%d9%88%d9%8a%d9%81-%d9%88%d8%aa%d8%a3%d8%ac%d9%8a%d9%84-%d8%a7%d9%84%d8%a3%d8%b9%d9%85%d8%a7/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89763,,https://dash.alelm.net/world/89763/%d9%84%d9%85%d8%a7%d8%b0%d8%a7-%d8%a3%d9%82%d8%a7%d9%84-%d8%b2%d9%8a%d9%84%d9%8a%d9%86%d8%b3%d9%83%d9%8a-9-%d9%85%d9%86-%d9%83%d8%a8%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%b3%d8%a4%d9%88%d9%84%d9%8a/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89773,,https://dash.alelm.net/ksa/89773/%d9%82%d9%85%d8%a9-%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85%d9%8a%d8%a9-%d9%84%d9%84%d8%aa%d9%82%d9%86%d9%8a%d8%a9-%d8%a7%d9%84%d8%ad%d9%8a%d9%88%d9%8a%d8%a9-%d8%a7/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89804,,https://dash.alelm.net/varieties/89804/%d8%a3%d8%b3%d8%b1%d8%b9%d9%87%d8%a7-%d9%81%d9%8a-5-%d8%a3%d9%8a%d8%a7%d9%85-%d9%83%d9%85-%d8%a7%d8%b3%d8%aa%d8%ba%d8%b1%d9%82%d8%aa-%d8%a7%d9%84%d8%aa%d8%b7%d8%a8%d9%8a%d9%82%d8%a7%d8%aa-%d9%84/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89828,,https://dash.alelm.net/economy/89828/%d8%a7%d9%84%d9%87%d9%86%d9%88%d8%af-%d9%81%d9%8a-%d8%a7%d9%84%d8%b5%d8%af%d8%a7%d8%b1%d8%a9-%d8%a3%d9%83%d8%ab%d8%b1-%d8%a7%d9%84%d8%af%d9%88%d9%84-%d8%aa%d9%84%d9%82%d9%8a%d9%8b%d8%a7-%d9%84%d9%84/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89835,,https://dash.alelm.net/world/89835/%d8%a3%d9%87%d9%85-%d8%a3%d8%ae%d8%a8%d8%a7%d8%b1-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a3%d9%84%d9%85%d8%a7%d9%86%d9%8a%d8%a7-%d8%aa%d8%b9%d9%84%d9%86-%d8%ae%d8%b7%d8%a9-%d8%aa%d8%b3%d9%84%d9%8a/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89853,,https://dash.alelm.net/world/89853/%d8%a8%d8%b9%d8%af-%d8%a7%d9%84%d8%b9%d8%ab%d9%88%d8%b1-%d8%b9%d9%84%d9%89-%d9%88%d8%ab%d8%a7%d8%a6%d9%82-%d8%b3%d8%b1%d9%8a%d8%a9-%d9%81%d9%8a-%d9%85%d9%86%d8%b2%d9%84-%d8%a8%d9%86%d8%b3-%d9%87/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89874,,https://dash.alelm.net/world/89874/%d9%83%d9%88%d8%b1%d9%8a%d8%a7-%d8%a7%d9%84%d8%b4%d9%85%d8%a7%d9%84%d9%8a%d8%a9-%d8%aa%d9%8f%d8%ba%d9%84%d9%82-%d8%a7%d9%84%d8%b9%d8%a7%d8%b5%d9%85%d8%a9-%d8%a8%d8%b3%d8%a8%d8%a8-%d9%85%d8%b1%d8%b6/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89888,,https://dash.alelm.net/varieties/89888/%d9%85%d8%a7%d8%b0%d8%a7-%d8%aa%d9%81%d8%b9%d9%84-%d8%a5%d8%b0%d8%a7-%d9%83%d9%86%d8%aa-%d8%aa%d9%83%d8%b1%d9%87-%d9%88%d8%b8%d9%8a%d9%81%d8%aa%d9%83%d8%9f/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89900,,https://dash.alelm.net/sport/89900/%d8%a3%d9%86%d8%af%d9%8a%d8%a9-%d9%83%d8%b1%d8%a9-%d8%a7%d9%84%d9%82%d8%af%d9%85-%d8%a7%d9%84%d8%a3%d9%83%d8%ab%d8%b1-%d8%aa%d8%ad%d9%82%d9%8a%d9%82%d9%8b%d8%a7-%d9%84%d9%84%d8%a5%d9%8a%d8%b1%d8%a7/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89904,,https://dash.alelm.net/technology/89904/%d8%a7%d9%84%d8%b2%d8%b1%d8%a7%d8%b9%d8%a9-%d8%a7%d9%84%d8%b9%d9%85%d9%88%d8%af%d9%8a%d8%a9-%d8%aa%d8%ad%d8%af%d9%8a%d8%a7%d8%aa-%d9%88%d8%a2%d9%85%d8%a7%d9%84-%d8%a8%d8%b4%d8%a3%d9%86-%d9%85%d8%b3/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89924,,https://dash.alelm.net/world/89924/%d9%82%d8%b1%d8%a7%d8%b1-%d8%a3%d9%85%d8%b1%d9%8a%d9%83%d9%8a-%d8%ac%d8%af%d9%8a%d8%af-%d9%82%d8%af-%d9%8a%d9%82%d9%84%d8%a8-%d9%85%d9%88%d8%a7%d8%b2%d9%8a%d9%86-%d8%a7%d9%84%d8%ad%d8%b1%d8%a8-%d9%81/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89938,,https://dash.alelm.net/health/89938/%d8%a8%d8%b9%d8%af-%d8%a7%d9%84%d8%ac%d8%af%d8%b1%d9%8a-%d8%a7%d9%84%d8%a8%d8%b4%d8%b1%d9%8a%d8%a9-%d8%b9%d9%84%d9%89-%d9%85%d8%b4%d8%a7%d8%b1%d9%81-%d8%a7%d9%84%d9%82%d8%b6%d8%a7%d8%a1-%d9%86%d9%87/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89970,,https://dash.alelm.net/health/89970/%d9%83%d9%8a%d9%81-%d8%aa%d8%a4%d8%ab%d8%b1-%d8%b2%d9%8a%d8%a7%d8%b1%d8%a9-%d8%a7%d9%84%d8%ad%d8%af%d8%a7%d8%a6%d9%82-%d9%88%d8%a7%d9%84%d9%85%d8%aa%d9%86%d8%b2%d9%87%d8%a7%d8%aa-%d8%b9%d9%84%d9%89/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89980,,https://dash.alelm.net/varieties/89980/%d9%85%d8%a7-%d8%b3%d8%b1-%d8%a7%d9%84%d8%b4%d8%b9%d9%88%d8%b1-%d8%a8%d8%a7%d9%84%d9%85%d8%aa%d8%b9%d8%a9-%d8%b9%d9%86%d8%af-%d8%aa%d9%86%d8%a7%d9%88%d9%84-%d8%a7%d9%84%d8%b4%d9%88%d9%83%d9%88%d9%84/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89984,,https://dash.alelm.net/varieties/89984/%d8%aa%d8%b9%d8%b1%d9%91%d9%81-%d8%b9%d9%84%d9%89-%d8%aa%d9%81%d8%a7%d8%b5%d9%8a%d9%84-%d9%85%d8%b9%d8%b1%d8%b6-%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6-%d9%84%d9%84%d9%81%d8%b6%d8%a7%d8%a1/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,89999,,https://dash.alelm.net/world/89999/%d8%a8%d8%a7%d9%84%d8%a3%d8%b1%d9%82%d8%a7%d9%85-%d8%b3%d9%88%d9%82-%d8%a7%d9%84%d8%b7%d8%a7%d9%82%d8%a9-%d8%a7%d9%84%d9%85%d8%aa%d8%ac%d8%af%d8%af%d8%a9-%d8%a8%d9%8a%d9%86-%d8%b9%d8%a7%d9%85%d9%8a/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,90002,,https://dash.alelm.net/economy/90002/%d8%a7%d9%84%d8%b5%d9%8a%d9%86-%d8%aa%d8%b3%d8%aa%d8%ad%d9%88%d8%b0-%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d8%aa%d8%ac%d8%a7%d8%b1%d8%a9-%d8%a7%d9%84%d8%a5%d9%81%d8%b1%d9%8a%d9%82%d9%8a%d8%a9/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,90012,,https://dash.alelm.net/world/90012/%d8%a8%d8%b9%d8%af-%d9%82%d8%b1%d8%a7%d8%b1-%d8%b9%d9%85%d8%a7%d9%84%d9%82%d8%a9-%d8%a7%d9%84%d8%aa%d9%83%d9%86%d9%88%d9%84%d9%88%d8%ac%d9%8a%d8%a7-%d8%a8%d8%ae%d9%81%d8%b6-%d8%a7%d9%84%d9%88%d8%b8/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,90018,,https://dash.alelm.net/sciences/90018/%d8%b7%d8%b1%d9%82-%d8%a5%d8%b9%d8%a7%d8%af%d8%a9-%d8%aa%d8%af%d9%88%d9%8a%d8%b1-%d8%a3%d9%83%d8%a8%d8%b1-%d8%b7%d8%a7%d8%a6%d8%b1%d8%a9-%d8%b1%d9%83%d8%a7%d8%a8-%d9%81%d9%8a-%d8%a7%d9%84%d8%b9%d8%a7/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,90045,,https://dash.alelm.net/world/90045/%d9%84%d9%85%d8%a7%d8%b0%d8%a7-%d8%aa%d8%b9%d8%aa%d8%b1%d8%b6-%d8%aa%d8%b1%d9%83%d9%8a%d8%a7-%d8%b9%d9%84%d9%89-%d8%a7%d9%86%d8%b6%d9%85%d8%a7%d9%85-%d8%a7%d9%84%d8%b3%d9%88%d9%8a%d8%af-%d9%88%d9%81/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,90047,,https://dash.alelm.net/economy/90047/%d8%a3%d9%88%d8%b1%d9%88%d8%a8%d8%a7-%d8%aa%d8%aa%d9%88%d8%b3%d8%b9-%d9%81%d9%8a-%d8%aa%d8%b5%d9%86%d9%8a%d8%b9-%d8%a8%d8%b7%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%84%d9%8a%d8%ab%d9%8a%d9%88%d9%85/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,90056,,https://dash.alelm.net/world/90056/%d8%b1%d9%88%d9%8a%d8%aa%d8%b1%d8%b2-%d8%a7%d9%84%d8%b1%d8%a6%d9%8a%d8%b3-%d8%a7%d9%84%d8%aa%d9%86%d9%81%d9%8a%d8%b0%d9%8a-%d9%84%d9%80%d8%aa%d9%88%d9%8a%d9%88%d8%aa%d8%a7/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,90057,,https://dash.alelm.net/uncategorized/90057/%d9%85%d9%8a%d8%aa%d8%a7-%d8%aa%d8%b9%d9%8a%d8%af-%d8%aa%d8%b1%d8%a7%d9%85%d8%a8-%d8%a5%d9%84%d9%89-%d9%85%d9%88%d8%a7%d9%82%d8%b9-%d8%a7%d9%84%d8%aa%d9%88%d8%a7%d8%b5%d9%84/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,90066,,https://dash.alelm.net/uncategorized/90066/%d8%a7%d9%84%d8%b5%d8%ad%d8%a9-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85%d9%8a%d8%a9-%d8%aa%d8%af%d8%b1%d8%b3-%d8%a5%d8%b9%d8%a7%d8%af%d8%a9-%d8%a7%d9%84%d9%86%d8%b8%d8%b1-%d9%81%d9%8a/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,90073,,https://dash.alelm.net/ksa/90073/%d8%a7%d9%84%d9%85%d8%b1%d9%83%d8%b2-%d8%a7%d9%84%d8%b3%d8%b9%d9%88%d8%af%d9%8a-%d9%84%d9%84%d8%a3%d8%b9%d9%85%d8%a7%d9%84-%d8%a7%d9%84%d8%a7%d9%82%d8%aa%d8%b5%d8%a7%d8%af%d9%8a%d8%a9-%d8%a3%d8%a8/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,90096,,https://dash.alelm.net/varieties/90096/%d8%a7%d9%84%d8%a8%d8%b4%d8%b1-%d9%88%d8%a7%d9%84%d9%82%d8%b1%d9%88%d8%af-%d8%a7%d9%84%d8%a8%d8%b1%d9%8a%d8%a9-%d9%8a%d8%b4%d8%aa%d8%b1%d9%83%d9%88%d9%86-%d9%81%d9%8a-%d9%84%d8%ba%d8%a9-%d9%88%d8%a7/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,90100,,https://dash.alelm.net/sport/90100/%d9%85%d8%a7%d8%b0%d8%a7-%d8%aa%d8%b9%d9%86%d9%8a-%d8%a7%d9%84%d8%a8%d8%b7%d8%a7%d9%82%d8%a9-%d8%a7%d9%84%d8%a8%d9%8a%d8%b6%d8%a7%d8%a1-%d9%81%d9%8a-%d9%83%d8%b1%d8%a9-%d8%a7%d9%84%d9%82%d8%af%d9%85/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,90118,,https://dash.alelm.net/varieties/90118/%d8%b4%d8%b1%d9%83%d8%a9-%d8%a8%d9%84%d8%ac%d9%8a%d9%83%d9%8a%d8%a9-%d8%aa%d8%ac%d9%85%d8%b9-%d8%a8%d9%82%d8%a7%d9%8a%d8%a7-%d8%a7%d9%84%d8%b4%d8%b9%d8%b1-%d9%85%d9%86-%d8%b5%d8%a7%d9%84%d9%88%d9%86/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,90160,,https://dash.alelm.net/sport/90160/%d8%ae%d8%b5%d9%85-%d8%a7%d9%84%d9%86%d9%82%d8%a7%d8%b7-%d9%84%d9%8a%d8%b3-%d8%a7%d9%84%d9%86%d9%87%d8%a7%d9%8a%d8%a9-%d8%a7%d9%84%d8%a8%d9%8a%d8%a7%d9%86%d9%83%d9%88%d9%86%d9%8a%d8%b1%d9%8a/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,90173,,https://dash.alelm.net/politics/90173/%d9%84%d9%85%d8%a7%d8%b0%d8%a7-%d8%a7%d8%aa%d9%87%d9%85%d8%aa-%d9%88%d8%a7%d8%b4%d9%86%d8%b7%d9%86-%d8%a7%d9%84%d8%aa%d9%86%d9%8a%d9%86-%d8%a7%d9%84%d8%b5%d9%8a%d9%86%d9%8a-%d8%a8%d8%a7%d9%84%d8%aa/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,90209,,https://dash.alelm.net/economy/90209/%d8%a3%d8%b6%d8%b1%d8%a7%d8%b1-%d9%85%d8%ad%d8%aa%d9%85%d9%84%d8%a9-%d8%aa%d9%87%d8%af%d8%af-%d9%85%d8%b3%d8%aa%d9%82%d8%a8%d9%84-%d8%a7%d9%84%d9%87%d9%8a%d8%af%d8%b1%d9%88%d8%ac%d9%8a%d9%86/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,90218,,https://dash.alelm.net/art/90218/%d9%85%d8%a7-%d9%87%d9%8a-%d8%a7%d9%84%d9%85%d9%88%d8%b3%d9%8a%d9%82%d9%89-%d8%a7%d9%84%d8%a3%d9%83%d8%ab%d8%b1-%d8%b4%d8%b9%d8%a8%d9%8a%d8%a9-%d8%ad%d9%88%d9%84-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,90230,,https://dash.alelm.net/economy/90230/%d9%81%d8%a7%d8%aa%d9%88%d8%b1%d8%a9-%d8%ae%d8%b3%d8%a7%d8%a6%d8%b1-%d8%a7%d9%84%d9%83%d9%88%d8%a7%d8%b1%d8%ab-%d8%a7%d9%84%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a%d8%a9-%d9%81%d9%8a-2022/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,90238,,https://dash.alelm.net/technology/90238/%d8%a7%d9%84%d8%b5%d9%8a%d9%86-%d8%aa%d9%8f%d8%b3%d9%8a%d8%b7%d8%b1-%d8%b9%d9%84%d9%89-%d8%a8%d8%b1%d8%a7%d8%a1%d8%a7%d8%aa-%d8%a7%d9%84%d8%a7%d8%ae%d8%aa%d8%b1%d8%a7%d8%b9-%d9%81%d9%8a/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,90249,,https://dash.alelm.net/varieties/90249/%d8%a3%d9%88%d9%81%d8%b1-15-%d8%b3%d9%8a%d8%a7%d8%b1%d8%a9-%d8%a7%d8%b3%d8%aa%d9%87%d9%84%d8%a7%d9%83%d9%8b%d8%a7-%d9%84%d9%84%d9%88%d9%82%d9%88%d8%af-%d9%85%d9%86%d8%b0-1975-%d8%a5%d9%84%d9%89-%d8%a7/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,90263,,https://dash.alelm.net/world/90263/%d8%a3%d9%83%d8%a8%d8%b1-10-%d9%85%d8%ae%d8%a7%d8%b7%d8%b1-%d9%8a%d9%88%d8%a7%d8%ac%d9%87%d9%87%d8%a7-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%ae%d9%84%d8%a7%d9%84-10-%d8%b3%d9%86%d9%88%d8%a7%d8%aa/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
post,90283,,https://dash.alelm.net/world/90283/%d9%85%d8%b3%d8%a4%d9%88%d9%84-%d8%a3%d9%88%d8%b1%d9%88%d8%a8%d9%8a-%d9%8a%d9%86%d8%aa%d9%82%d8%af-%d8%a7%d8%aa%d8%ac%d8%a7%d9%87-%d8%b1%d9%88%d8%b3%d9%8a%d8%a7-%d9%84%d9%84%d8%ad%d8%b1%d8%a8/,,,404,404,TARGET_ROW_ABSENT_INFERRED_404,INFERRED_FROM_ABSENT_DB_ROW
